2018-11-14T10_37_24,brklassik,34.0,47
2018-11-14T10_37_24,dlf,29.0,41
2018-11-14T10_37_54,brklassik,38.0,34
2018-11-14T10_37_55,dlf,29.0,41
2018-11-14T10_38_25,brklassik,24.0,47
2018-11-14T10_38_25,dlf,30.0,41
2018-11-14T10_38_55,brklassik,31.0,30
2018-11-14T10_38_55,dlf,27.0,33
2018-11-14T10_39_25,brklassik,30.0,30
2018-11-14T10_39_25,dlf,36.0,30
2018-11-14T10_39_55,brklassik,28.0,41
2018-11-14T10_39_55,dlf,30.0,30
2018-11-14T10_40_25,brklassik,28.0,1
2018-11-14T10_40_25,dlf,25.0,41
2018-11-14T10_40_55,brklassik,31.0,30
2018-11-14T10_40_55,dlf,28.0,36
2018-11-14T10_41_25,brklassik,28.0,30
2018-11-14T10_41_25,dlf,30.0,46
2018-11-14T10_41_55,brklassik,27.0,33
2018-11-14T10_41_55,dlf,29.0,41
2018-11-14T10_42_25,brklassik,32.0,30
2018-11-14T10_42_25,dlf,30.0,30
2018-11-14T10_42_55,brklassik,25.0,33
2018-11-14T10_42_55,dlf,32.0,30
2018-11-14T10_43_26,brklassik,29.0,33
2018-11-14T10_43_26,dlf,26.0,44
2018-11-14T10_43_56,brklassik,28.0,35
2018-11-14T10_43_56,dlf,26.0,43
2018-11-14T10_44_26,brklassik,27.0,35
2018-11-14T10_44_26,dlf,33.0,46
2018-11-14T10_44_56,brklassik,26.0,44
2018-11-14T10_44_56,dlf,30.0,32
2018-11-14T10_45_26,brklassik,26.0,41
2018-11-14T10_45_26,dlf,31.0,47
2018-11-14T10_45_57,brklassik,27.0,31
2018-11-14T10_45_57,dlf,26.0,41
2018-11-14T10_46_27,brklassik,28.0,30
2018-11-14T10_46_27,dlf,35.0,47
2018-11-14T10_46_57,brklassik,25.0,41
2018-11-14T10_46_57,dlf,32.0,30
2018-11-14T10_47_28,brklassik,28.0,41
2018-11-14T10_47_28,dlf,37.0,41
2018-11-14T10_47_58,brklassik,26.0,41
2018-11-14T10_47_58,dlf,32.0,30
2018-11-14T10_48_28,brklassik,29.0,41
2018-11-14T10_48_28,dlf,31.0,47
2018-11-14T10_48_58,brklassik,34.0,30
2018-11-14T10_48_58,dlf,25.0,30
2018-11-14T10_49_28,brklassik,38.0,44
2018-11-14T10_49_28,dlf,25.0,25
2018-11-14T10_49_58,brklassik,26.0,46
2018-11-14T10_49_58,dlf,24.0,33
2018-11-14T10_50_28,brklassik,24.0,47
2018-11-14T10_50_28,dlf,30.0,41
2018-11-14T10_50_58,brklassik,39.0,30
2018-11-14T10_50_58,dlf,35.0,41
2018-11-14T10_51_28,brklassik,35.0,30
2018-11-14T10_51_28,dlf,31.0,32
2018-11-14T10_51_58,brklassik,30.0,12
2018-11-14T10_51_58,dlf,29.0,33
2018-11-14T10_52_28,brklassik,21.0,32
2018-11-14T10_52_28,dlf,31.0,30
2018-11-14T10_52_58,brklassik,28.0,30
2018-11-14T10_52_58,dlf,31.0,41
2018-11-14T10_53_28,brklassik,32.0,30
2018-11-14T10_53_28,dlf,31.0,47
2018-11-14T10_53_58,brklassik,25.0,41
2018-11-14T10_53_59,dlf,32.0,35
2018-11-14T10_54_29,brklassik,28.0,46
2018-11-14T10_54_29,dlf,29.0,46
2018-11-14T10_54_59,brklassik,30.0,30
2018-11-14T10_54_59,dlf,31.0,47
2018-11-14T10_55_29,brklassik,28.0,30
2018-11-14T10_55_29,dlf,30.0,46
2018-11-14T10_55_59,brklassik,27.0,30
2018-11-14T10_55_59,dlf,25.0,36
2018-11-14T10_56_30,brklassik,47.0,32
2018-11-14T10_56_30,dlf,26.0,47
2018-11-14T10_57_00,brklassik,35.0,32
2018-11-14T10_57_00,dlf,31.0,30
2018-11-14T10_57_30,brklassik,30.0,41
2018-11-14T10_57_30,dlf,23.0,12
2018-11-14T10_58_00,brklassik,32.0,47
2018-11-14T10_58_00,dlf,34.0,30
2018-11-14T10_58_30,brklassik,30.0,35
2018-11-14T10_58_30,dlf,80.0,29
2018-11-14T10_59_00,brklassik,38.0,30
2018-11-14T10_59_00,dlf,28.0,33
2018-11-14T10_59_30,brklassik,22.0,31
2018-11-14T10_59_30,dlf,27.0,32
2018-11-14T11_00_00,brklassik,38.0,41
2018-11-14T11_00_00,dlf,29.0,41
2018-11-14T11_00_30,brklassik,36.0,41
2018-11-14T11_00_30,dlf,26.0,46
2018-11-14T11_01_00,brklassik,25.0,30
2018-11-14T11_01_00,dlf,34.0,30
2018-11-14T11_01_30,brklassik,27.0,19
2018-11-14T11_01_30,dlf,26.0,35
2018-11-14T11_02_01,brklassik,26.0,41
2018-11-14T11_02_01,dlf,28.0,30
2018-11-14T11_02_31,brklassik,30.0,46
2018-11-14T11_02_31,dlf,31.0,46
2018-11-14T11_03_01,brklassik,26.0,41
2018-11-14T11_03_01,dlf,33.0,41
2018-11-14T11_03_31,brklassik,28.0,19
2018-11-14T11_03_31,dlf,27.0,47
2018-11-14T11_04_01,brklassik,25.0,41
2018-11-14T11_04_01,dlf,26.0,32
2018-11-14T11_04_31,brklassik,28.0,35
2018-11-14T11_04_31,dlf,28.0,30
2018-11-14T11_05_01,brklassik,31.0,30
2018-11-14T11_05_01,dlf,28.0,47
2018-11-14T11_05_31,brklassik,28.0,41
2018-11-14T11_05_31,dlf,27.0,46
2018-11-14T11_06_01,brklassik,28.0,35
2018-11-14T11_06_01,dlf,28.0,44
2018-11-14T11_06_32,brklassik,28.0,41
2018-11-14T11_06_32,dlf,25.0,41
2018-11-14T11_07_02,brklassik,35.0,41
2018-11-14T11_07_02,dlf,30.0,46
2018-11-14T11_07_32,brklassik,32.0,41
2018-11-14T11_07_32,dlf,25.0,30
2018-11-14T11_08_02,brklassik,29.0,44
2018-11-14T11_08_02,dlf,29.0,8
2018-11-14T11_08_32,brklassik,28.0,30
2018-11-14T11_08_32,dlf,26.0,35
2018-11-14T11_09_02,brklassik,25.0,30
2018-11-14T11_09_02,dlf,29.0,45
2018-11-14T11_09_32,brklassik,26.0,36
2018-11-14T11_09_32,dlf,41.0,34
2018-11-14T11_10_02,brklassik,31.0,41
2018-11-14T11_10_02,dlf,30.0,30
2018-11-14T11_10_32,brklassik,31.0,35
2018-11-14T11_10_32,dlf,33.0,34
2018-11-14T11_11_02,brklassik,27.0,46
2018-11-14T11_11_02,dlf,45.0,34
2018-11-14T11_11_33,brklassik,26.0,30
2018-11-14T11_11_33,dlf,29.0,46
2018-11-14T11_12_03,brklassik,29.0,12
2018-11-14T11_12_03,dlf,29.0,30
2018-11-14T11_12_33,brklassik,25.0,35
2018-11-14T11_12_33,dlf,29.0,33
2018-11-14T11_13_03,brklassik,35.0,32
2018-11-14T11_13_03,dlf,25.0,47
2018-11-14T11_13_33,brklassik,37.0,30
2018-11-14T11_13_33,dlf,28.0,41
